a. End User Information,,,,,,,b. Persona Information,,,,,,,,,,,,,,,,,,
1. First Name,2. Last Name,3. Age,4. Residence Address,5. Country of ID,6. Device Information,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Ronnie,Sparks,41,"56182 Alexander Curve
Port Nathanburgh, SD 34132",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,95.245.132.221,FALSE,4617633,passed,3/14/2021 22:21:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ruth,Howell,56,"1010 Johnson River
North Frank, IL 91859",United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,60.254.252.186,FALSE,4294994,failed,5/13/2021 1:35:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Thomas,Aguirre,49,"871 Teresa Roads
Sherryville, OH 52675",United States,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/51.0.848.0 Safari/533.1",121.158.27.190,FALSE,1450930,passed,4/19/2021 1:38:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Troy,Fields,65,"7667 Timothy Field Suite 509
Tracyfurt, OK 43423",United States,Android 4.4.3,8.57.123.78,Image Quality,3867370,passed,4/19/2021 16:30:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Bryce,Johnson,77,"923 Mary Harbor
Rosariostad, DC 73840",Portugal,Android 4.4.2,148.32.160.202,TRUE,3168394,passed,1/19/2021 17:37:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Bob,Garrett,20,"582 Gutierrez Walk Suite 665
Frankside, CO 40679",United States,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,208.205.241.115,Image Quality,3562336,passed,1/27/2021 1:45:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kevin,Hickman,16,"9186 Bradley Skyway Suite 963
Brendaborough, AK 62055",United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,87.221.79.162,FALSE,1670162,passed,2/18/2021 13:07:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jennifer,Anderson,76,"Unit 5103 Box 5374
DPO AE 97994",United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,153.32.80.130,FALSE,6588626,passed,1/10/2021 5:33:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Beth,Clayton,58,"7946 Richard Village
South Paul, MO 30808",United States,Android 4.0.3,56.39.107.254,FALSE,7044570,passed,3/8/2021 21:22:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Reed,84,"1111 Hatfield Vista
East James, MA 56041",United States,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.1),34.143.225.120,FALSE,1695202,failed,1/31/2021 8:06:00,not_applicable,passed,failed,failed,failed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
Latoya,Patterson,27,"0070 Calhoun Springs Suite 978
East Joseph, OH 86600",United States,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 11_6; rv:1.9.4.20) Gecko/2012-11-05 17:32:40 Firefox/3.6.13,26.222.223.248,FALSE,2301101,failed,5/13/2021 5:51:00,not_applicable,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Karen,Espinoza,20,"673 Gilbert Bridge Suite 985
East Stephanieburgh, NM 41107",United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,52.68.201.229,Image Quality,4875918,passed,3/8/2021 23:00:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Fields,55,"49670 Jacqueline Stravenue
East Charlestown, MI 51612",United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,101.199.217.186,FALSE,2041405,passed,4/19/2021 4:13:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Brittany,Sanchez,34,"8650 Smith Gateway
Webbport, NJ 43511",United States,Android 2.0.1,207.131.22.14,FALSE,1699248,failed,1/30/2021 1:46:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Carol,Miller,55,"6265 Michael Square Suite 967
North Kaylaside, TX 31817",United States,Android 9,31.60.237.45,FALSE,4664449,passed,3/3/2021 21:43:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kevin,Miller,73,"523 Melissa Corners
Johnsonmouth, NY 64426",United States,iPad; CPU iPad OS 14_2_1 like Mac OS X,45.207.45.30,FALSE,3935262,passed,1/4/2021 23:34:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sandra,Watson,31,"146 Ashley Points
Anthonyborough, VA 37632",United States,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2016-07-25 05:39:25 Firefox/4.0,105.22.41.48,FALSE,6491439,passed,3/25/2021 19:54:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Robert,Anderson,16,"4591 Howard Villages
North Christopherland, KY 39280",United States,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/51.0.869.0 Safari/531.0",95.113.184.72,FALSE,4060883,failed,5/5/2021 22:32:00,passed,passed,passed,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Alexandria,Poole,39,"30177 William Circles Suite 855
Murphyview, MI 43050",United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ff-SN) AppleWebKit/533.14.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.14.2",158.144.137.112,Image Quality,5265307,failed,4/11/2021 16:40:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Austin,Smith,39,"80364 Hicks Freeway
Dyerberg, MI 53741",United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,26.144.205.230,FALSE,2760748,failed,5/5/2021 1:33:00,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
Brenda,Hicks,67,"146 Thomas Garden
New Jerry, AR 69452",United States,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,217.8.171.225,FALSE,4680202,failed,5/23/2021 17:01:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christopher,Ward,75,"71365 Amanda Roads Suite 206
Abigailborough, MD 57144",United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,196.113.40.235,Image Quality,7118786,failed,5/3/2021 15:32:00,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Nicole,Espinoza,67,"31569 Jaime Summit
Ronaldfort, WA 02296",United States,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,10.33.199.186,FALSE,5404892,failed,3/12/2021 18:45:00,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lisa,Carter,41,"709 Lindsay Junction
Jenkinsbury, MT 65903",United States,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.46.7 (KHTML, like Gecko) Version/4.0.3 Safari/534.46.7",130.77.166.225,FALSE,8853956,passed,2/24/2021 21:22:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jose,Douglas,69,"PSC 4955, Box 3479
APO AE 47002",Spain,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/33.0.886.0 Safari/531.0",154.196.205.95,Image Quality,1581987,passed,4/1/2021 20:44:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Robert,Thompson,40,"5680 Anderson Isle Suite 531
North Jessicaport, CO 83435",United States,Android 6.0,156.115.251.239,FALSE,5356620,failed,3/15/2021 15:11:00,not_applicable,passed,failed,passed,failed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
Barbara,Buckley,75,"56092 Carol Club Apt. 458
Aliciamouth, TN 57967",United States,Android 2.0.1,166.180.142.197,FALSE,8738885,failed,4/28/2021 14:37:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Spencer,Hawkins,46,"0181 Johnson Track
Lake Shawnburgh, MI 03419",United States,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,203.33.174.72,FALSE,2718667,passed,4/9/2021 21:12:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lynn,Murray,63,"4902 Williams Well Suite 134
Chamberstown, DE 06390",United States,Android 4.2.1,80.243.191.103,Image Quality,4787957,passed,4/11/2021 21:03:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Brown,73,"454 Kristin Locks
South Megan, KY 84565",United States,Android 2.3.4,31.237.125.64,FALSE,3334928,failed,2/28/2021 19:03:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Joshua,Shaw,27,"6071 John Crossroad Apt. 403
Lake Jamesmouth, CO 78175",Samoa,Opera/8.42.(X11; Linux i686; nds-NL) Presto/2.9.184 Version/10.00,65.197.151.35,FALSE,1299252,failed,1/24/2021 2:21:00,passed,passed,passed,failed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Alexis,Davis,44,"811 Hammond Falls Apt. 392
Henryland, MT 70228",United States,Android 1.1,179.111.54.146,FALSE,7524704,failed,4/25/2021 19:54:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Miller,38,"967 Jennings Cliff Suite 579
Brownmouth, AK 71695",United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,51.120.86.175,Image Quality,2100502,passed,4/22/2021 22:06:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Adrienne,Carson,18,"USS Anthony
FPO AE 38577",United States,Android 3.2.3,72.209.214.188,FALSE,8144319,passed,5/8/2021 18:57:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Monica,Johnson,37,"444 Williams Orchard
East Lisa, PA 39739",United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,97.23.55.0,FALSE,2722961,passed,2/2/2021 20:20:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Vincent,Brown,45,"343 Michael Islands Apt. 151
Riverabury, MI 78747",United States,iPad; CPU iPad OS 9_3_6 like Mac OS X,48.169.84.0,FALSE,5123705,passed,3/17/2021 3:15:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Charlene,Keller,61,"Unit 5199 Box 9378
DPO AA 17493",United States,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/15.0.810.0 Safari/533.1",119.137.172.43,FALSE,3119272,passed,4/30/2021 22:22:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Scott,Wise,46,"299 Stuart Circles
Nunezmouth, MN 07029",United States,iPad; CPU iPad OS 6_1_6 like Mac OS X,209.132.88.156,FALSE,7676065,failed,3/31/2021 0:32:00,passed,failed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kayla,Wilson,21,"257 Stacy Landing Suite 182
Terryside, NJ 61769",United States,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/60.0.890.0 Safari/536.1",11.236.140.85,FALSE,8907547,failed,1/29/2021 0:00:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Traci,Potter,84,"66145 Jones Overpass Apt. 168
Danielleton, OR 44597",United States,Android 5.0.2,153.229.196.107,FALSE,8638824,failed,5/7/2021 17:25:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Abigail,Esparza,80,"USCGC Zavala
FPO AA 26494",United States,Android 2.3.6,25.176.174.48,FALSE,6245882,failed,4/15/2021 8:08:00,passed,not_applicable,not_applicable,failed,passed,failed,passed,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Megan,Hernandez,33,"62408 Scott Drive Apt. 065
Herreramouth, SD 88136",United States,Android 4.0,143.230.73.241,FALSE,5670337,passed,4/18/2021 0:11:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Miguel,Hall,55,"31548 Cunningham Ville Apt. 685
Yeseniamouth, NJ 63803",Turkey,Mozilla/5.0 (Android 3.2.1; Mobile; rv:13.0) Gecko/13.0 Firefox/13.0,109.54.57.218,Image Quality,7040067,failed,5/12/2021 15:16:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Holly,Hudson,72,"5934 Rollins Gardens
Donnachester, IL 91525",United States,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/33.0.870.0 Safari/534.2",157.62.125.81,FALSE,2139275,failed,3/1/2021 20:40:00,passed,not_applicable,not_applicable,passed,failed,passed,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sarah,Ballard,83,"970 Richardson Track
East Holly, IA 29907",United States,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.8m0635.0 Mobile/59A515 Safari/533.0",149.221.4.66,Image Quality,2885863,passed,5/3/2021 15:57:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Ross,76,"USS Young
FPO AA 05512",United States,Android 11,187.161.111.49,FALSE,3416320,passed,4/3/2021 3:55:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Medina,49,"PSC 8809, Box 8914
APO AA 20985",United States,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.10.1 (KHTML, like Gecko) Version/4.0.5 Safari/534.10.1",130.29.166.28,FALSE,1922554,passed,4/18/2021 16:22:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sean,Williams,53,"07123 Rachel Island
Ruizfurt, MI 24738",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,87.200.35.54,TRUE,1449831,failed,4/6/2021 13:13:00,passed,failed,not_applicable,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,failed
Nicole,Henderson,38,"Unit 5073 Box 3116
DPO AP 31061",Slovenia,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.0),37.59.196.196,FALSE,6227985,passed,5/15/2021 3:32:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Melvin,Graham,53,"9346 Annette Islands Apt. 882
Monteschester, VA 46632",United States,Android 4.0.1,169.20.115.206,FALSE,8142564,passed,1/23/2021 22:33:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Patrick,Reed,61,"2584 Mia Parks
Lake Markside, ID 52952",United States,Android 2.0,162.119.229.12,FALSE,3743597,failed,5/9/2021 11:59:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Juan,Perez,62,"694 Kylie Hill
Jacksonmouth, VA 63300",United States,Android 5.0.1,70.118.157.228,Image Quality,8934339,failed,5/24/2021 1:00:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jeffrey,Martinez,30,"9906 Wolfe Grove
Roseville, CA 59393",United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,191.68.166.217,FALSE,8832638,failed,5/8/2021 17:51:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Carrillo,45,"98038 Miller Ranch Suite 400
South Christopher, NJ 41507",United States,"Mozilla/5.0 (Linux; Android 3.2.5) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/27.0.805.0 Safari/534.0",105.99.161.18,FALSE,5549943,passed,2/2/2021 18:42:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christine,Wilcox,20,"592 Reid Orchard
Port Brian, AL 39390",Tuvalu,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,13.77.170.242,FALSE,7922297,passed,5/13/2021 17:46:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michelle,Cooper,67,"26223 Bowers Camp Suite 316
Blakeborough, NV 23695",Brunei Darussalam,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_1 rv:3.0; fi-FI) AppleWebKit/535.7.6 (KHTML, like Gecko) Version/4.0 Safari/535.7.6",148.184.23.146,FALSE,1131451,passed,4/24/2021 22:21:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Heather,Hogan,19,"21802 Dylan Junction Suite 746
New Melissa, PA 56258",United States,Android 2.3.1,177.58.253.212,FALSE,3362519,passed,3/8/2021 21:34:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Teresa,West,56,"437 Morales Stream
Port Charlestown, MD 37475",United States,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,31.187.7.22,FALSE,6603689,passed,3/22/2021 18:36:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ms.,Brenda,29,"0238 Sarah Estates
Jasminestad, NH 90169",United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1),204.27.2.110,FALSE,3377370,passed,3/5/2021 18:47:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Olivia,Brown,33,"33588 Sanchez Underpass Apt. 684
Robinsonfort, MO 95170",United States,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,207.84.102.13,Image Quality,5409819,failed,3/27/2021 22:28:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Caitlin,Stewart,47,"771 Kirby Camp
West David, MI 91876",Lao People's Democratic Republic,Android 2.3.3,200.219.126.123,FALSE,8140454,passed,5/3/2021 3:15:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Vincent,Villa,71,"511 Hunter Knolls Suite 029
Johntown, OR 86423",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,211.173.0.152,FALSE,6615017,passed,4/2/2021 15:54:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Erin,Richard,44,"970 Scott Unions
New Christina, ND 98396",United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,182.161.105.74,FALSE,8550741,failed,1/8/2021 17:45:00,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Bradley,Tate,47,"Unit 6466 Box 0996
DPO AA 54196",United States,Android 8.0.0,144.60.44.179,FALSE,6349006,passed,4/19/2021 15:24:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michelle,Jackson,55,"Unit 6547 Box 6057
DPO AP 88059",Egypt,iPad; CPU iPad OS 4_2_1 like Mac OS X,214.10.246.17,FALSE,7820711,failed,5/14/2021 18:06:00,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Rachel,Martin,78,"61994 Lisa Springs Apt. 266
New Robert, NH 77528",United States,Android 5.0.2,210.120.177.160,FALSE,1806910,passed,5/15/2021 21:55:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Carolyn,Meyer,65,"8959 Kelley Street
Lopezstad, SC 29100",United States,Android 4.1,54.137.99.35,Image Quality,6741540,failed,1/26/2021 2:14:00,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Joseph,Cook,73,"6893 Martinez Highway Apt. 136
South Sue, LA 88180",United States,Android 2.2.3,162.59.185.215,FALSE,2341529,failed,5/9/2021 20:35:00,passed,passed,failed,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Melinda,Dominguez,64,"08813 Hatfield Village Suite 022
West Marialand, WI 74403",United States,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),67.35.41.107,FALSE,1311768,passed,5/5/2021 16:54:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrew,Garcia,27,"8696 Hubbard Green Apt. 384
Staceyberg, FL 15017",United States,Android 2.2.3,142.155.208.219,Image Quality,6972732,passed,4/12/2021 8:29:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Amy,Floyd,58,"5570 Johnson Rest Apt. 496
Rebeccaland, OH 98406",United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,27.144.122.81,Image Quality,1782971,passed,5/1/2021 18:56:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kari,Mills,25,"43919 Morales Crest Apt. 725
Port Deborah, WY 23672",United States,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,194.158.53.94,FALSE,7950428,failed,5/3/2021 17:44:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Holly,Kent,39,"1946 Tammy Vista Suite 608
Wolfside, SD 80694",United States,Android 2.3.5,41.47.191.96,FALSE,8190014,passed,5/24/2021 1:50:00,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Nicholas,Ortega,67,"773 Kevin Lights
North Adam, OR 39329",United States,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.1),61.114.97.251,FALSE,3500336,passed,3/17/2021 21:00:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
John,West,39,"60291 Cunningham Mountain Apt. 963
West Megan, MI 85525",United States,Android 4.0.2,135.25.37.237,TRUE,1821093,passed,3/18/2021 14:13:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Cherry,60,"USCGC Davis
FPO AP 78957",United States,Opera/8.98.(Windows 95; wae-CH) Presto/2.9.167 Version/10.00,166.140.99.82,FALSE,7845843,passed,3/12/2021 19:07:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Julie,Mccarthy,76,"60595 Flynn Pines Apt. 716
Molinachester, CT 42368",United States,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/16.7k7739.0 Mobile/41L908 Safari/532.2",66.118.177.212,Image Quality,1195462,passed,1/9/2021 23:01:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mary,Hill,45,"741 Paul Point
North Kellyside, MD 68489",United States,Android 2.3,112.44.79.27,FALSE,7948478,failed,2/9/2021 0:25:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Emily,Smith,25,"USNS Hogan
FPO AE 92677",United States,Android 3.2.3,69.112.12.201,FALSE,2931090,failed,3/15/2021 15:15:00,passed,failed,passed,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Linda,Hernandez,76,"96899 Harris Skyway Apt. 733
West Lisa, VA 88101",United States,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,28.29.217.98,FALSE,5683165,passed,5/24/2021 22:18:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Timothy,Norris,84,"59837 Shannon Plaza
East Brandon, IA 39410",Senegal,Android 2.3.7,178.145.180.49,FALSE,2002101,passed,4/14/2021 23:24:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Zachary,Taylor,50,"01143 Margaret Port
Lake Sharon, RI 22913",United States,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,38.136.195.178,TRUE,3526326,failed,4/11/2021 18:20:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,failed
Emily,Lee,38,"6714 Williams Forks Suite 264
Robertborough, NV 31310",Gabon,iPad; CPU iPad OS 10_3_4 like Mac OS X,39.102.123.60,Image Quality,1533210,passed,1/25/2021 21:51:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Megan,Berry,67,"18097 Michael Ramp
West Andrew, FL 98905",United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,52.251.108.130,TRUE,8074372,passed,1/3/2021 9:12:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,failed
Lisa,Rodriguez,34,"600 Katelyn Branch Suite 843
Victorton, ID 43281",United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,155.183.126.222,Image Quality,8307067,passed,4/25/2021 2:12:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
