1. First Name,2. Last Name,3. Age,4. Residence Address,state,zip_code,city,5. Country of ID,6. Device Information,browser,device,device_os,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,date,hour,weekday,DayOfMonth,MonthName,Year,day_pary,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Brittany,Sanchez,34,"8650 Smith Gateway
Webbport, NJ 43511",NJ,43511,Webbport,United States,Android 2.0.1,Other,mobile,Android,207.131.22.14,FALSE,1699248,failed,2021-01-30 01:46:00,2021-01-30,1,Sat,30,Jan,2021,night,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Carol,Miller,55,"6265 Michael Square Suite 967
North Kaylaside, TX 31817",TX,31817,North Kaylaside,United States,Android 9,Other,mobile,Android,31.60.237.45,FALSE,4664449,passed,2021-03-03 21:43:00,2021-03-03,21,Wed,3,Mar,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kevin,Miller,73,"523 Melissa Corners
Johnsonmouth, NY 64426",NY,64426,Johnsonmouth,United States,iPad; CPU iPad OS 14_2_1 like Mac OS X,Other,mobile,Mac,45.207.45.30,FALSE,3935262,passed,2021-01-04 23:34:00,2021-01-04,23,Mon,4,Jan,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sandra,Watson,31,"146 Ashley Points
Anthonyborough, VA 37632",VA,37632,Anthonyborough,United States,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2016-07-25 05:39:25 Firefox/4.0,Internet Explorer,desktop,Linux,105.22.41.48,FALSE,6491439,passed,2021-03-25 19:54:00,2021-03-25,19,Thu,25,Mar,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Robert,Anderson,16,"4591 Howard Villages
North Christopherland, KY 39280",KY,39280,North Christopherland,United States,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/51.0.869.0 Safari/531.0",Chrome,mobile,Linux,95.113.184.72,FALSE,4060883,failed,2021-05-05 22:32:00,2021-05-05,22,Wed,5,May,2021,late evening,passed,passed,passed,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Alexandria,Poole,39,"30177 William Circles Suite 855
Murphyview, MI 43050",MI,43050,Murphyview,United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ff-SN) AppleWebKit/533.14.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.14.2",Safari,mobile,Mac,158.144.137.112,Image Quality,5265307,failed,2021-04-11 16:40:00,2021-04-11,16,Sun,11,Apr,2021,afternoon,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Austin,Smith,39,"80364 Hicks Freeway
Dyerberg, MI 53741",MI,53741,Dyerberg,United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,Other,mobile,Mac,26.144.205.230,FALSE,2760748,failed,2021-05-05 01:33:00,2021-05-05,1,Wed,5,May,2021,night,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
Brenda,Hicks,67,"146 Thomas Garden
New Jerry, AR 69452",AR,69452,New Jerry,United States,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,Other,mobile,Mac,217.8.171.225,FALSE,4680202,failed,2021-05-23 17:01:00,2021-05-23,17,Sun,23,May,2021,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christopher,Ward,75,"71365 Amanda Roads Suite 206
Abigailborough, MD 57144",MD,57144,Abigailborough,United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,Other,mobile,Mac,196.113.40.235,Image Quality,7118786,failed,2021-05-03 15:32:00,2021-05-03,15,Mon,3,May,2021,afternoon,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Nicole,Espinoza,67,"31569 Jaime Summit
Ronaldfort, WA 02296",WA,02296,Ronaldfort,United States,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,Other,mobile,Mac,10.33.199.186,FALSE,5404892,failed,2021-03-12 18:45:00,2021-03-12,18,Fri,12,Mar,2021,evening,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lisa,Carter,41,"709 Lindsay Junction
Jenkinsbury, MT 65903",MT,65903,Jenkinsbury,United States,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.46.7 (KHTML, like Gecko) Version/4.0.3 Safari/534.46.7",Safari,desktop,Windows,130.77.166.225,FALSE,8853956,passed,2021-02-24 21:22:00,2021-02-24,21,Wed,24,Feb,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jose,Douglas,69,"PSC 4955, Box 3479
APO AE 47002",AE,47002,military,Spain,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/33.0.886.0 Safari/531.0",Chrome,mobile,Linux,154.196.205.95,Image Quality,1581987,passed,2021-04-01 20:44:00,2021-04-01,20,Thu,1,Apr,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Robert,Thompson,40,"5680 Anderson Isle Suite 531
North Jessicaport, CO 83435",CO,83435,North Jessicaport,United States,Android 6.0,Other,mobile,Android,156.115.251.239,FALSE,5356620,failed,2021-03-15 15:11:00,2021-03-15,15,Mon,15,Mar,2021,afternoon,not_applicable,passed,failed,passed,failed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
Barbara,Buckley,75,"56092 Carol Club Apt. 458
Aliciamouth, TN 57967",TN,57967,Aliciamouth,United States,Android 2.0.1,Other,mobile,Android,166.180.142.197,FALSE,8738885,failed,2021-04-28 14:37:00,2021-04-28,14,Wed,28,Apr,2021,afternoon,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Spencer,Hawkins,46,"0181 Johnson Track
Lake Shawnburgh, MI 03419",MI,03419,Lake Shawnburgh,United States,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,Other,mobile,Mac,203.33.174.72,FALSE,2718667,passed,2021-04-09 21:12:00,2021-04-09,21,Fri,9,Apr,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lynn,Murray,63,"4902 Williams Well Suite 134
Chamberstown, DE 06390",DE,06390,Chamberstown,United States,Android 4.2.1,Other,mobile,Android,80.243.191.103,Image Quality,4787957,passed,2021-04-11 21:03:00,2021-04-11,21,Sun,11,Apr,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Brown,73,"454 Kristin Locks
South Megan, KY 84565",KY,84565,South Megan,United States,Android 2.3.4,Other,mobile,Android,31.237.125.64,FALSE,3334928,failed,2021-02-28 19:03:00,2021-02-28,19,Sun,28,Feb,2021,evening,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Joshua,Shaw,27,"6071 John Crossroad Apt. 403
Lake Jamesmouth, CO 78175",CO,78175,Lake Jamesmouth,Samoa,Opera/8.42.(X11; Linux i686; nds-NL) Presto/2.9.184 Version/10.00,Opera,desktop,Linux,65.197.151.35,FALSE,1299252,failed,2021-01-24 02:21:00,2021-01-24,2,Sun,24,Jan,2021,night,passed,passed,passed,failed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Alexis,Davis,44,"811 Hammond Falls Apt. 392
Henryland, MT 70228",MT,70228,Henryland,United States,Android 1.1,Other,mobile,Android,179.111.54.146,FALSE,7524704,failed,2021-04-25 19:54:00,2021-04-25,19,Sun,25,Apr,2021,evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Miller,38,"967 Jennings Cliff Suite 579
Brownmouth, AK 71695",AK,71695,Brownmouth,United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,Other,mobile,Mac,51.120.86.175,Image Quality,2100502,passed,2021-04-22 22:06:00,2021-04-22,22,Thu,22,Apr,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Adrienne,Carson,18,"USS Anthony
FPO AE 38577",AE,38577,military,United States,Android 3.2.3,Other,mobile,Android,72.209.214.188,FALSE,8144319,passed,2021-05-08 18:57:00,2021-05-08,18,Sat,8,May,2021,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Monica,Johnson,37,"444 Williams Orchard
East Lisa, PA 39739",PA,39739,East Lisa,United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,Other,mobile,Mac,97.23.55.0,FALSE,2722961,passed,2021-02-02 20:20:00,2021-02-02,20,Tue,2,Feb,2021,late evening,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Vincent,Brown,45,"343 Michael Islands Apt. 151
Riverabury, MI 78747",MI,78747,Riverabury,United States,iPad; CPU iPad OS 9_3_6 like Mac OS X,Other,mobile,Mac,48.169.84.0,FALSE,5123705,passed,2021-03-17 03:15:00,2021-03-17,3,Wed,17,Mar,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Charlene,Keller,61,"Unit 5199 Box 9378
DPO AA 17493",AA,17493,military,United States,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/15.0.810.0 Safari/533.1",Chrome,desktop,Linux,119.137.172.43,FALSE,3119272,passed,2021-04-30 22:22:00,2021-04-30,22,Fri,30,Apr,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Scott,Wise,46,"299 Stuart Circles
Nunezmouth, MN 07029",MN,07029,Nunezmouth,United States,iPad; CPU iPad OS 6_1_6 like Mac OS X,Other,mobile,Mac,209.132.88.156,FALSE,7676065,failed,2021-03-31 00:32:00,2021-03-31,0,Wed,31,Mar,2021,night,passed,failed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kayla,Wilson,21,"257 Stacy Landing Suite 182
Terryside, NJ 61769",NJ,61769,Terryside,United States,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/60.0.890.0 Safari/536.1",Chrome,desktop,Linux,11.236.140.85,FALSE,8907547,failed,2021-01-29 00:00:00,2021-01-29,0,Fri,29,Jan,2021,night,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Traci,Potter,84,"66145 Jones Overpass Apt. 168
Danielleton, OR 44597",OR,44597,Danielleton,United States,Android 5.0.2,Other,mobile,Android,153.229.196.107,FALSE,8638824,failed,2021-05-07 17:25:00,2021-05-07,17,Fri,7,May,2021,evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Abigail,Esparza,80,"USCGC Zavala
FPO AA 26494",AA,26494,military,United States,Android 2.3.6,Other,mobile,Android,25.176.174.48,FALSE,6245882,failed,2021-04-15 08:08:00,2021-04-15,8,Thu,15,Apr,2021,early morning,passed,not_applicable,not_applicable,failed,passed,failed,passed,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Megan,Hernandez,33,"62408 Scott Drive Apt. 065
Herreramouth, SD 88136",SD,88136,Herreramouth,United States,Android 4.0,Other,mobile,Android,143.230.73.241,FALSE,5670337,passed,2021-04-18 00:11:00,2021-04-18,0,Sun,18,Apr,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Miguel,Hall,55,"31548 Cunningham Ville Apt. 685
Yeseniamouth, NJ 63803",NJ,63803,Yeseniamouth,Turkey,Mozilla/5.0 (Android 3.2.1; Mobile; rv:13.0) Gecko/13.0 Firefox/13.0,Internet Explorer,mobile,Android,109.54.57.218,Image Quality,7040067,failed,2021-05-12 15:16:00,2021-05-12,15,Wed,12,May,2021,afternoon,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Holly,Hudson,72,"5934 Rollins Gardens
Donnachester, IL 91525",IL,91525,Donnachester,United States,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/33.0.870.0 Safari/534.2",Chrome,desktop,Linux,157.62.125.81,FALSE,2139275,failed,2021-03-01 20:40:00,2021-03-01,20,Mon,1,Mar,2021,late evening,passed,not_applicable,not_applicable,passed,failed,passed,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sarah,Ballard,83,"970 Richardson Track
East Holly, IA 29907",IA,29907,East Holly,United States,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.8m0635.0 Mobile/59A515 Safari/533.0",Safari,mobile,Mac,149.221.4.66,Image Quality,2885863,passed,2021-05-03 15:57:00,2021-05-03,15,Mon,3,May,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Ross,76,"USS Young
FPO AA 05512",AA,05512,military,United States,Android 11,Other,mobile,Android,187.161.111.49,FALSE,3416320,passed,2021-04-03 03:55:00,2021-04-03,3,Sat,3,Apr,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Medina,49,"PSC 8809, Box 8914
APO AA 20985",AA,20985,military,United States,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.10.1 (KHTML, like Gecko) Version/4.0.5 Safari/534.10.1",Safari,desktop,Windows,130.29.166.28,FALSE,1922554,passed,2021-04-18 16:22:00,2021-04-18,16,Sun,18,Apr,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sean,Williams,53,"07123 Rachel Island
Ruizfurt, MI 24738",MI,24738,Ruizfurt,United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,Other,mobile,Mac,87.200.35.54,TRUE,1449831,failed,2021-04-06 13:13:00,2021-04-06,13,Tue,6,Apr,2021,early afternoon,passed,failed,not_applicable,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,failed
Nicole,Henderson,38,"Unit 5073 Box 3116
DPO AP 31061",AP,31061,military,Slovenia,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.0),Internet Explorer,desktop,Windows,37.59.196.196,FALSE,6227985,passed,2021-05-15 03:32:00,2021-05-15,3,Sat,15,May,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Melvin,Graham,53,"9346 Annette Islands Apt. 882
Monteschester, VA 46632",VA,46632,Monteschester,United States,Android 4.0.1,Other,mobile,Android,169.20.115.206,FALSE,8142564,passed,2021-01-23 22:33:00,2021-01-23,22,Sat,23,Jan,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Patrick,Reed,61,"2584 Mia Parks
Lake Markside, ID 52952",ID,52952,Lake Markside,United States,Android 2.0,Other,mobile,Android,162.119.229.12,FALSE,3743597,failed,2021-05-09 11:59:00,2021-05-09,11,Sun,9,May,2021,late morning,passed,passed,passed,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Juan,Perez,62,"694 Kylie Hill
Jacksonmouth, VA 63300",VA,63300,Jacksonmouth,United States,Android 5.0.1,Other,mobile,Android,70.118.157.228,Image Quality,8934339,failed,2021-05-24 01:00:00,2021-05-24,1,Mon,24,May,2021,night,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jeffrey,Martinez,30,"9906 Wolfe Grove
Roseville, CA 59393",CA,59393,Roseville,United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,Other,mobile,Mac,191.68.166.217,FALSE,8832638,failed,2021-05-08 17:51:00,2021-05-08,17,Sat,8,May,2021,evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Carrillo,45,"98038 Miller Ranch Suite 400
South Christopher, NJ 41507",NJ,41507,South Christopher,United States,"Mozilla/5.0 (Linux; Android 3.2.5) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/27.0.805.0 Safari/534.0",Chrome,mobile,Linux,105.99.161.18,FALSE,5549943,passed,2021-02-02 18:42:00,2021-02-02,18,Tue,2,Feb,2021,evening,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christine,Wilcox,20,"592 Reid Orchard
Port Brian, AL 39390",AL,39390,Port Brian,Tuvalu,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,Other,mobile,Mac,13.77.170.242,FALSE,7922297,passed,2021-05-13 17:46:00,2021-05-13,17,Thu,13,May,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michelle,Cooper,67,"26223 Bowers Camp Suite 316
Blakeborough, NV 23695",NV,23695,Blakeborough,Brunei Darussalam,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_1 rv:3.0; fi-FI) AppleWebKit/535.7.6 (KHTML, like Gecko) Version/4.0 Safari/535.7.6",Internet Explorer,desktop,Mac,148.184.23.146,FALSE,1131451,passed,2021-04-24 22:21:00,2021-04-24,22,Sat,24,Apr,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Heather,Hogan,19,"21802 Dylan Junction Suite 746
New Melissa, PA 56258",PA,56258,New Melissa,United States,Android 2.3.1,Other,mobile,Android,177.58.253.212,FALSE,3362519,passed,2021-03-08 21:34:00,2021-03-08,21,Mon,8,Mar,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Teresa,West,56,"437 Morales Stream
Port Charlestown, MD 37475",MD,37475,Port Charlestown,United States,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,Other,mobile,Mac,31.187.7.22,FALSE,6603689,passed,2021-03-22 18:36:00,2021-03-22,18,Mon,22,Mar,2021,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ms.,Brenda,29,"0238 Sarah Estates
Jasminestad, NH 90169",NH,90169,Jasminestad,United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1),Internet Explorer,desktop,Windows,204.27.2.110,FALSE,3377370,passed,2021-03-05 18:47:00,2021-03-05,18,Fri,5,Mar,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Olivia,Brown,33,"33588 Sanchez Underpass Apt. 684
Robinsonfort, MO 95170",MO,95170,Robinsonfort,United States,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,Other,mobile,Mac,207.84.102.13,Image Quality,5409819,failed,2021-03-27 22:28:00,2021-03-27,22,Sat,27,Mar,2021,late evening,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Caitlin,Stewart,47,"771 Kirby Camp
West David, MI 91876",MI,91876,West David,Lao People's Democratic Republic,Android 2.3.3,Other,mobile,Android,200.219.126.123,FALSE,8140454,passed,2021-05-03 03:15:00,2021-05-03,3,Mon,3,May,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Vincent,Villa,71,"511 Hunter Knolls Suite 029
Johntown, OR 86423",OR,86423,Johntown,United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,Other,mobile,Mac,211.173.0.152,FALSE,6615017,passed,2021-04-02 15:54:00,2021-04-02,15,Fri,2,Apr,2021,afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Erin,Richard,44,"970 Scott Unions
New Christina, ND 98396",ND,98396,New Christina,United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,Other,mobile,Mac,182.161.105.74,FALSE,8550741,failed,2021-01-08 17:45:00,2021-01-08,17,Fri,8,Jan,2021,evening,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Bradley,Tate,47,"Unit 6466 Box 0996
DPO AA 54196",AA,54196,military,United States,Android 8.0.0,Other,mobile,Android,144.60.44.179,FALSE,6349006,passed,2021-04-19 15:24:00,2021-04-19,15,Mon,19,Apr,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michelle,Jackson,55,"Unit 6547 Box 6057
DPO AP 88059",AP,88059,military,Egypt,iPad; CPU iPad OS 4_2_1 like Mac OS X,Other,mobile,Mac,214.10.246.17,FALSE,7820711,failed,2021-05-14 18:06:00,2021-05-14,18,Fri,14,May,2021,evening,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Rachel,Martin,78,"61994 Lisa Springs Apt. 266
New Robert, NH 77528",NH,77528,New Robert,United States,Android 5.0.2,Other,mobile,Android,210.120.177.160,FALSE,1806910,passed,2021-05-15 21:55:00,2021-05-15,21,Sat,15,May,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Carolyn,Meyer,65,"8959 Kelley Street
Lopezstad, SC 29100",SC,29100,Lopezstad,United States,Android 4.1,Other,mobile,Android,54.137.99.35,Image Quality,6741540,failed,2021-01-26 02:14:00,2021-01-26,2,Tue,26,Jan,2021,night,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Joseph,Cook,73,"6893 Martinez Highway Apt. 136
South Sue, LA 88180",LA,88180,South Sue,United States,Android 2.2.3,Other,mobile,Android,162.59.185.215,FALSE,2341529,failed,2021-05-09 20:35:00,2021-05-09,20,Sun,9,May,2021,late evening,passed,passed,failed,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Melinda,Dominguez,64,"08813 Hatfield Village Suite 022
West Marialand, WI 74403",WI,74403,West Marialand,United States,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),Internet Explorer,desktop,Windows,67.35.41.107,FALSE,1311768,passed,2021-05-05 16:54:00,2021-05-05,16,Wed,5,May,2021,afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrew,Garcia,27,"8696 Hubbard Green Apt. 384
Staceyberg, FL 15017",FL,15017,Staceyberg,United States,Android 2.2.3,Other,mobile,Android,142.155.208.219,Image Quality,6972732,passed,2021-04-12 08:29:00,2021-04-12,8,Mon,12,Apr,2021,early morning,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Amy,Floyd,58,"5570 Johnson Rest Apt. 496
Rebeccaland, OH 98406",OH,98406,Rebeccaland,United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,Other,mobile,Mac,27.144.122.81,Image Quality,1782971,passed,2021-05-01 18:56:00,2021-05-01,18,Sat,1,May,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kari,Mills,25,"43919 Morales Crest Apt. 725
Port Deborah, WY 23672",WY,23672,Port Deborah,United States,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,Other,mobile,Mac,194.158.53.94,FALSE,7950428,failed,2021-05-03 17:44:00,2021-05-03,17,Mon,3,May,2021,evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Holly,Kent,39,"1946 Tammy Vista Suite 608
Wolfside, SD 80694",SD,80694,Wolfside,United States,Android 2.3.5,Other,mobile,Android,41.47.191.96,FALSE,8190014,passed,2021-05-24 01:50:00,2021-05-24,1,Mon,24,May,2021,night,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Nicholas,Ortega,67,"773 Kevin Lights
North Adam, OR 39329",OR,39329,North Adam,United States,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.1),Internet Explorer,desktop,Windows,61.114.97.251,FALSE,3500336,passed,2021-03-17 21:00:00,2021-03-17,21,Wed,17,Mar,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
John,West,39,"60291 Cunningham Mountain Apt. 963
West Megan, MI 85525",MI,85525,West Megan,United States,Android 4.0.2,Other,mobile,Android,135.25.37.237,TRUE,1821093,passed,2021-03-18 14:13:00,2021-03-18,14,Thu,18,Mar,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Cherry,60,"USCGC Davis
FPO AP 78957",AP,78957,military,United States,Opera/8.98.(Windows 95; wae-CH) Presto/2.9.167 Version/10.00,Opera,desktop,Windows,166.140.99.82,FALSE,7845843,passed,2021-03-12 19:07:00,2021-03-12,19,Fri,12,Mar,2021,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Julie,Mccarthy,76,"60595 Flynn Pines Apt. 716
Molinachester, CT 42368",CT,42368,Molinachester,United States,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/16.7k7739.0 Mobile/41L908 Safari/532.2",Safari,mobile,Mac,66.118.177.212,Image Quality,1195462,passed,2021-01-09 23:01:00,2021-01-09,23,Sat,9,Jan,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mary,Hill,45,"741 Paul Point
North Kellyside, MD 68489",MD,68489,North Kellyside,United States,Android 2.3,Other,mobile,Android,112.44.79.27,FALSE,7948478,failed,2021-02-09 00:25:00,2021-02-09,0,Tue,9,Feb,2021,night,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
